PK_Transaction,Scenario,Account,Dataset,DateOfFact,BusinessKey,PolicyNumber,InceptionDate,ExpiryDate,BindDate,DueDate,TrifocusCode,Entity,YOA,TypeOfBusiness,StatsCode,SettlementCCY,OriginalCCY,IsToDate,Value,RowHash,FK_Allocation,DeltaType,AuditSourceBatchID,AuditCreateDateTime,AuditGenerateDateTime,AuditUserCreate,AuditHost,Basis,Location,ValueOrig,BusinessProcessCode,FK_Batch,BoundDate,RIPolicyType,ProgrammeCode,ExcelRowHash,RunNumber
,F,P-RP-P-TTY,BusinessPlanRI,01/12/2018,P-RP-P-TTY|01/07/2019|01/07/2020|779|2623|2019|USD|3000128|Intl Specialty (PT)|Clash|Clash|XL|Systemic cover - Clash,NOPOLICY,01/07/2019,01/07/2020,01/01/1980,01/01/1980,779,2623,2019,N,,USD,USD,Y,2539.4343,,-1,New,,,,,,-,-,2539.4343,,,,XL,Systemic cover - Clash,P-RP-P-TTY|01/07/2019|01/07/2020|779|2623|2019|USD|3000128|Intl Specialty (PT)|Clash|Clash|XL|Systemic cover - Clash,0
,F,P-RP-P-TTY,BusinessPlanRI,01/12/2018,P-RP-P-TTY|01/07/2019|01/07/2020|779|2623|2019|CAD|3000128|Intl Specialty (PT)|Clash|Clash|XL|Systemic cover - Clash,NOPOLICY,01/07/2019,01/07/2020,01/01/1980,01/01/1980,779,2623,2019,N,,CAD,CAD,Y,8623.001,,-1,New,,,,,,-,-,8623.001,,,,XL,Systemic cover - Clash,P-RP-P-TTY|01/07/2019|01/07/2020|779|2623|2019|CAD|3000128|Intl Specialty (PT)|Clash|Clash|XL|Systemic cover - Clash,0
,F,P-RP-P-TTY,BusinessPlanRI,01/12/2018,P-RP-P-TTY|01/07/2019|01/07/2020|779|2623|2019|EUR|3000128|Intl Specialty (PT)|Clash|Clash|XL|Systemic cover - Clash,NOPOLICY,01/07/2019,01/07/2020,01/01/1980,01/01/1980,779,2623,2019,N,,EUR,EUR,Y,4249.764,,-1,New,,,,,,-,-,4249.764,,,,XL,Systemic cover - Clash,P-RP-P-TTY|01/07/2019|01/07/2020|779|2623|2019|EUR|3000128|Intl Specialty (PT)|Clash|Clash|XL|Systemic cover - Clash,0
,F,P-RP-P-TTY,BusinessPlanRI,01/12/2018,P-RP-P-TTY|01/07/2019|01/07/2020|779|2623|2019|GBP|3000128|Intl Specialty (PT)|Clash|Clash|XL|Systemic cover - Clash,NOPOLICY,01/07/2019,01/07/2020,01/01/1980,01/01/1980,779,2623,2019,N,,GBP,GBP,Y,2666.0377,,-1,New,,,,,,-,-,2666.0377,,,,XL,Systemic cover - Clash,P-RP-P-TTY|01/07/2019|01/07/2020|779|2623|2019|GBP|3000128|Intl Specialty (PT)|Clash|Clash|XL|Systemic cover - Clash,0
,F,P-RP-P-TTY,BusinessPlanRI,01/12/2018,P-RP-P-TTY|01/07/2019|01/07/2020|779|623|2019|USD|3000128|Intl Specialty (PT)|Clash|Clash|XL|Systemic cover - Clash,NOPOLICY,01/07/2019,01/07/2020,01/01/1980,01/01/1980,779,623,2019,N,,USD,USD,Y,557.4368,,-1,New,,,,,,-,-,557.4368,,,,XL,Systemic cover - Clash,P-RP-P-TTY|01/07/2019|01/07/2020|779|623|2019|USD|3000128|Intl Specialty (PT)|Clash|Clash|XL|Systemic cover - Clash,0
,F,P-RP-P-TTY,BusinessPlanRI,01/12/2018,P-RP-P-TTY|01/07/2019|01/07/2020|779|623|2019|CAD|3000128|Intl Specialty (PT)|Clash|Clash|XL|Systemic cover - Clash,NOPOLICY,01/07/2019,01/07/2020,01/01/1980,01/01/1980,779,623,2019,N,,CAD,CAD,Y,1892.8539,,-1,New,,,,,,-,-,1892.8539,,,,XL,Systemic cover - Clash,P-RP-P-TTY|01/07/2019|01/07/2020|779|623|2019|CAD|3000128|Intl Specialty (PT)|Clash|Clash|XL|Systemic cover - Clash,0
,F,P-RP-P-TTY,BusinessPlanRI,01/12/2018,P-RP-P-TTY|01/07/2019|01/07/2020|779|623|2019|EUR|3000128|Intl Specialty (PT)|Clash|Clash|XL|Systemic cover - Clash,NOPOLICY,01/07/2019,01/07/2020,01/01/1980,01/01/1980,779,623,2019,N,,EUR,EUR,Y,932.875,,-1,New,,,,,,-,-,932.875,,,,XL,Systemic cover - Clash,P-RP-P-TTY|01/07/2019|01/07/2020|779|623|2019|EUR|3000128|Intl Specialty (PT)|Clash|Clash|XL|Systemic cover - Clash,0
,F,P-RP-P-TTY,BusinessPlanRI,01/12/2018,P-RP-P-TTY|01/07/2019|01/07/2020|779|623|2019|GBP|3000128|Intl Specialty (PT)|Clash|Clash|XL|Systemic cover - Clash,NOPOLICY,01/07/2019,01/07/2020,01/01/1980,01/01/1980,779,623,2019,N,,GBP,GBP,Y,585.2278,,-1,New,,,,,,-,-,585.2278,,,,XL,Systemic cover - Clash,P-RP-P-TTY|01/07/2019|01/07/2020|779|623|2019|GBP|3000128|Intl Specialty (PT)|Clash|Clash|XL|Systemic cover - Clash,0
,F,P-RP-P-TTY,BusinessPlanRI,01/12/2018,P-RP-P-TTY|01/01/2019|01/01/2020|10|2623|2019|EUR|3000130|International|QS|Munich QS|QS|MUNQQS,NOPOLICY,01/01/2019,01/01/2020,01/01/1980,01/01/1980,10,2623,2019,N,,EUR,EUR,Y,124769.6184,,-1,New,,,,,,-,-,124769.6184,,,,QS,MUNQQS,P-RP-P-TTY|01/01/2019|01/01/2020|10|2623|2019|EUR|3000130|International|QS|Munich QS|QS|MUNQQS,0
,F,P-RP-P-TTY,BusinessPlanRI,01/12/2018,P-RP-P-TTY|01/01/2019|01/01/2020|10|2623|2019|GBP|3000130|International|QS|Munich QS|QS|MUNQQS,NOPOLICY,01/01/2019,01/01/2020,01/01/1980,01/01/1980,10,2623,2019,N,,GBP,GBP,Y,22629.3096,,-1,New,,,,,,-,-,22629.3096,,,,QS,MUNQQS,P-RP-P-TTY|01/01/2019|01/01/2020|10|2623|2019|GBP|3000130|International|QS|Munich QS|QS|MUNQQS,0
,F,P-RP-P-TTY,BusinessPlanRI,01/12/2018,P-RP-P-TTY|01/01/2019|01/01/2020|10|2623|2019|CAD|3000130|International|QS|Munich QS|QS|MUNQQS,NOPOLICY,01/01/2019,01/01/2020,01/01/1980,01/01/1980,10,2623,2019,N,,CAD,CAD,Y,214504.3929,,-1,New,,,,,,-,-,214504.3929,,,,QS,MUNQQS,P-RP-P-TTY|01/01/2019|01/01/2020|10|2623|2019|CAD|3000130|International|QS|Munich QS|QS|MUNQQS,0
,F,P-RP-P-TTY,BusinessPlanRI,01/12/2018,P-RP-P-TTY|01/01/2019|01/01/2020|10|2623|2019|USD|3000130|International|QS|Munich QS|QS|MUNQQS,NOPOLICY,01/01/2019,01/01/2020,01/01/1980,01/01/1980,10,2623,2019,N,,USD,USD,Y,48920.5212,,-1,New,,,,,,-,-,48920.5212,,,,QS,MUNQQS,P-RP-P-TTY|01/01/2019|01/01/2020|10|2623|2019|USD|3000130|International|QS|Munich QS|QS|MUNQQS,0
,F,P-RP-P-TTY,BusinessPlanRI,01/12/2018,P-RP-P-TTY|01/01/2019|01/01/2020|10|623|2019|EUR|3000130|International|QS|Munich QS|QS|MUNQQS,NOPOLICY,01/01/2019,01/01/2020,01/01/1980,01/01/1980,10,623,2019,N,,EUR,EUR,Y,27388.4528,,-1,New,,,,,,-,-,27388.4528,,,,QS,MUNQQS,P-RP-P-TTY|01/01/2019|01/01/2020|10|623|2019|EUR|3000130|International|QS|Munich QS|QS|MUNQQS,0
,F,P-RP-P-TTY,BusinessPlanRI,01/12/2018,P-RP-P-TTY|01/01/2019|01/01/2020|10|623|2019|GBP|3000130|International|QS|Munich QS|QS|MUNQQS,NOPOLICY,01/01/2019,01/01/2020,01/01/1980,01/01/1980,10,623,2019,N,,GBP,GBP,Y,4967.4094,,-1,New,,,,,,-,-,4967.4094,,,,QS,MUNQQS,P-RP-P-TTY|01/01/2019|01/01/2020|10|623|2019|GBP|3000130|International|QS|Munich QS|QS|MUNQQS,0
,F,P-RP-P-TTY,BusinessPlanRI,01/12/2018,P-RP-P-TTY|01/01/2019|01/01/2020|10|623|2019|USD|3000130|International|QS|Munich QS|QS|MUNQQS,NOPOLICY,01/01/2019,01/01/2020,01/01/1980,01/01/1980,10,623,2019,N,,USD,USD,Y,10738.651,,-1,New,,,,,,-,-,10738.651,,,,QS,MUNQQS,P-RP-P-TTY|01/01/2019|01/01/2020|10|623|2019|USD|3000130|International|QS|Munich QS|QS|MUNQQS,0
,F,P-RP-P-TTY,BusinessPlanRI,01/12/2018,P-RP-P-TTY|01/01/2019|01/01/2020|10|623|2019|CAD|3000130|International|QS|Munich QS|QS|MUNQQS,NOPOLICY,01/01/2019,01/01/2020,01/01/1980,01/01/1980,10,623,2019,N,,CAD,CAD,Y,47086.3302,,-1,New,,,,,,-,-,47086.3302,,,,QS,MUNQQS,P-RP-P-TTY|01/01/2019|01/01/2020|10|623|2019|CAD|3000130|International|QS|Munich QS|QS|MUNQQS,0
,F,P-RP-P-TTY,BusinessPlanRI,01/12/2018,P-RP-P-TTY|01/07/2019|01/07/2020|10|2623|2019|EUR|3000130|International|Clash|Clash|XL|Systemic cover - Clash,NOPOLICY,01/07/2019,01/07/2020,01/01/1980,01/01/1980,10,2623,2019,N,,EUR,EUR,Y,28541.1671,,-1,New,,,,,,-,-,28541.1671,,,,XL,Systemic cover - Clash,P-RP-P-TTY|01/07/2019|01/07/2020|10|2623|2019|EUR|3000130|International|Clash|Clash|XL|Systemic cover - Clash,0
,F,P-RP-P-TTY,BusinessPlanRI,01/12/2018,P-RP-P-TTY|01/07/2019|01/07/2020|10|2623|2019|GBP|3000130|International|Clash|Clash|XL|Systemic cover - Clash,NOPOLICY,01/07/2019,01/07/2020,01/01/1980,01/01/1980,10,2623,2019,N,,GBP,GBP,Y,5176.4758,,-1,New,,,,,,-,-,5176.4758,,,,XL,Systemic cover - Clash,P-RP-P-TTY|01/07/2019|01/07/2020|10|2623|2019|GBP|3000130|International|Clash|Clash|XL|Systemic cover - Clash,0
,F,P-RP-P-TTY,BusinessPlanRI,01/12/2018,P-RP-P-TTY|01/07/2019|01/07/2020|10|2623|2019|CAD|3000130|International|Clash|Clash|XL|Systemic cover - Clash,NOPOLICY,01/07/2019,01/07/2020,01/01/1980,01/01/1980,10,2623,2019,N,,CAD,CAD,Y,49068.0809,,-1,New,,,,,,-,-,49068.0809,,,,XL,Systemic cover - Clash,P-RP-P-TTY|01/07/2019|01/07/2020|10|2623|2019|CAD|3000130|International|Clash|Clash|XL|Systemic cover - Clash,0
,F,P-RP-P-TTY,BusinessPlanRI,01/12/2018,P-RP-P-TTY|01/07/2019|01/07/2020|10|2623|2019|USD|3000130|International|Clash|Clash|XL|Systemic cover - Clash,NOPOLICY,01/07/2019,01/07/2020,01/01/1980,01/01/1980,10,2623,2019,N,,USD,USD,Y,11190.6151,,-1,New,,,,,,-,-,11190.6151,,,,XL,Systemic cover - Clash,P-RP-P-TTY|01/07/2019|01/07/2020|10|2623|2019|USD|3000130|International|Clash|Clash|XL|Systemic cover - Clash,0
,F,P-RP-P-TTY,BusinessPlanRI,01/12/2018,P-RP-P-TTY|01/07/2019|01/07/2020|10|623|2019|EUR|3000130|International|Clash|Clash|XL|Systemic cover - Clash,NOPOLICY,01/07/2019,01/07/2020,01/01/1980,01/01/1980,10,623,2019,N,,EUR,EUR,Y,6265.1342,,-1,New,,,,,,-,-,6265.1342,,,,XL,Systemic cover - Clash,P-RP-P-TTY|01/07/2019|01/07/2020|10|623|2019|EUR|3000130|International|Clash|Clash|XL|Systemic cover - Clash,0
,F,P-RP-P-TTY,BusinessPlanRI,01/12/2018,P-RP-P-TTY|01/07/2019|01/07/2020|10|623|2019|GBP|3000130|International|Clash|Clash|XL|Systemic cover - Clash,NOPOLICY,01/07/2019,01/07/2020,01/01/1980,01/01/1980,10,623,2019,N,,GBP,GBP,Y,1136.2995,,-1,New,,,,,,-,-,1136.2995,,,,XL,Systemic cover - Clash,P-RP-P-TTY|01/07/2019|01/07/2020|10|623|2019|GBP|3000130|International|Clash|Clash|XL|Systemic cover - Clash,0
,F,P-RP-P-TTY,BusinessPlanRI,01/12/2018,P-RP-P-TTY|01/07/2019|01/07/2020|10|623|2019|USD|3000130|International|Clash|Clash|XL|Systemic cover - Clash,NOPOLICY,01/07/2019,01/07/2020,01/01/1980,01/01/1980,10,623,2019,N,,USD,USD,Y,2456.4765,,-1,New,,,,,,-,-,2456.4765,,,,XL,Systemic cover - Clash,P-RP-P-TTY|01/07/2019|01/07/2020|10|623|2019|USD|3000130|International|Clash|Clash|XL|Systemic cover - Clash,0
,F,P-RP-P-TTY,BusinessPlanRI,01/12/2018,P-RP-P-TTY|01/07/2019|01/07/2020|10|623|2019|CAD|3000130|International|Clash|Clash|XL|Systemic cover - Clash,NOPOLICY,01/07/2019,01/07/2020,01/01/1980,01/01/1980,10,623,2019,N,,CAD,CAD,Y,10771.0421,,-1,New,,,,,,-,-,10771.0421,,,,XL,Systemic cover - Clash,P-RP-P-TTY|01/07/2019|01/07/2020|10|623|2019|CAD|3000130|International|Clash|Clash|XL|Systemic cover - Clash,0
,F,P-RP-P-TTY,BusinessPlanRI,01/12/2018,P-RP-P-TTY|01/01/2019|01/01/2020|718|2623|2019|CAD|3000131|TMB PE Int|QS|Munich QS|QS|MUNQQS,NOPOLICY,01/01/2019,01/01/2020,01/01/1980,01/01/1980,718,2623,2019,N,,CAD,CAD,Y,7391.5418,,-1,New,,,,,,-,-,7391.5418,,,,QS,MUNQQS,P-RP-P-TTY|01/01/2019|01/01/2020|718|2623|2019|CAD|3000131|TMB PE Int|QS|Munich QS|QS|MUNQQS,0
,F,P-RP-P-TTY,BusinessPlanRI,01/12/2018,P-RP-P-TTY|01/01/2019|01/01/2020|718|2623|2019|GBP|3000131|TMB PE Int|QS|Munich QS|QS|MUNQQS,NOPOLICY,01/01/2019,01/01/2020,01/01/1980,01/01/1980,718,2623,2019,N,,GBP,GBP,Y,82337.7384,,-1,New,,,,,,-,-,82337.7384,,,,QS,MUNQQS,P-RP-P-TTY|01/01/2019|01/01/2020|718|2623|2019|GBP|3000131|TMB PE Int|QS|Munich QS|QS|MUNQQS,0
,F,P-RP-P-TTY,BusinessPlanRI,01/12/2018,P-RP-P-TTY|01/01/2019|01/01/2020|718|2623|2019|EUR|3000131|TMB PE Int|QS|Munich QS|QS|MUNQQS,NOPOLICY,01/01/2019,01/01/2020,01/01/1980,01/01/1980,718,2623,2019,N,,EUR,EUR,Y,11927.77,,-1,New,,,,,,-,-,11927.77,,,,QS,MUNQQS,P-RP-P-TTY|01/01/2019|01/01/2020|718|2623|2019|EUR|3000131|TMB PE Int|QS|Munich QS|QS|MUNQQS,0
,F,P-RP-P-TTY,BusinessPlanRI,01/12/2018,P-RP-P-TTY|01/01/2019|01/01/2020|718|2623|2019|USD|3000131|TMB PE Int|QS|Munich QS|QS|MUNQQS,NOPOLICY,01/01/2019,01/01/2020,01/01/1980,01/01/1980,718,2623,2019,N,,USD,USD,Y,1637.9229,,-1,New,,,,,,-,-,1637.9229,,,,QS,MUNQQS,P-RP-P-TTY|01/01/2019|01/01/2020|718|2623|2019|USD|3000131|TMB PE Int|QS|Munich QS|QS|MUNQQS,0
,F,P-RP-P-TTY,BusinessPlanRI,01/12/2018,P-RP-P-TTY|01/01/2019|01/01/2020|718|623|2019|CAD|3000131|TMB PE Int|QS|Munich QS|QS|MUNQQS,NOPOLICY,01/01/2019,01/01/2020,01/01/1980,01/01/1980,718,623,2019,N,,CAD,CAD,Y,1622.5335,,-1,New,,,,,,-,-,1622.5335,,,,QS,MUNQQS,P-RP-P-TTY|01/01/2019|01/01/2020|718|623|2019|CAD|3000131|TMB PE Int|QS|Munich QS|QS|MUNQQS,0
,F,P-RP-P-TTY,BusinessPlanRI,01/12/2018,P-RP-P-TTY|01/01/2019|01/01/2020|718|623|2019|EUR|3000131|TMB PE Int|QS|Munich QS|QS|MUNQQS,NOPOLICY,01/01/2019,01/01/2020,01/01/1980,01/01/1980,718,623,2019,N,,EUR,EUR,Y,2618.291,,-1,New,,,,,,-,-,2618.291,,,,QS,MUNQQS,P-RP-P-TTY|01/01/2019|01/01/2020|718|623|2019|EUR|3000131|TMB PE Int|QS|Munich QS|QS|MUNQQS,0
,F,P-RP-P-TTY,BusinessPlanRI,01/12/2018,P-RP-P-TTY|01/01/2019|01/01/2020|718|623|2019|GBP|3000131|TMB PE Int|QS|Munich QS|QS|MUNQQS,NOPOLICY,01/01/2019,01/01/2020,01/01/1980,01/01/1980,718,623,2019,N,,GBP,GBP,Y,18074.1377,,-1,New,,,,,,-,-,18074.1377,,,,QS,MUNQQS,P-RP-P-TTY|01/01/2019|01/01/2020|718|623|2019|GBP|3000131|TMB PE Int|QS|Munich QS|QS|MUNQQS,0
,F,P-RP-P-TTY,BusinessPlanRI,01/12/2018,P-RP-P-TTY|01/01/2019|01/01/2020|718|623|2019|USD|3000131|TMB PE Int|QS|Munich QS|QS|MUNQQS,NOPOLICY,01/01/2019,01/01/2020,01/01/1980,01/01/1980,718,623,2019,N,,USD,USD,Y,359.544,,-1,New,,,,,,-,-,359.544,,,,QS,MUNQQS,P-RP-P-TTY|01/01/2019|01/01/2020|718|623|2019|USD|3000131|TMB PE Int|QS|Munich QS|QS|MUNQQS,0
,F,P-RP-P-FAC,BusinessPlanRI,01/12/2018,P-RP-P-FAC|01/01/2019|01/01/2020|718|2623|2019|CAD|3000131|TMB PE Int|Fac|Fac|FAC|SL Facultative spend,NOPOLICY,01/01/2019,01/01/2020,01/01/1980,01/01/1980,718,2623,2019,N,,CAD,CAD,Y,180.3,,-1,New,,,,,,-,-,180.3,,,,FAC,SL Facultative spend,P-RP-P-FAC|01/01/2019|01/01/2020|718|2623|2019|CAD|3000131|TMB PE Int|Fac|Fac|FAC|SL Facultative spend,0
,F,P-RP-P-FAC,BusinessPlanRI,01/12/2018,P-RP-P-FAC|01/01/2019|01/01/2020|718|2623|2019|GBP|3000131|TMB PE Int|Fac|Fac|FAC|SL Facultative spend,NOPOLICY,01/01/2019,01/01/2020,01/01/1980,01/01/1980,718,2623,2019,N,,GBP,GBP,Y,2008.4436,,-1,New,,,,,,-,-,2008.4436,,,,FAC,SL Facultative spend,P-RP-P-FAC|01/01/2019|01/01/2020|718|2623|2019|GBP|3000131|TMB PE Int|Fac|Fac|FAC|SL Facultative spend,0
,F,P-RP-P-FAC,BusinessPlanRI,01/12/2018,P-RP-P-FAC|01/01/2019|01/01/2020|718|2623|2019|EUR|3000131|TMB PE Int|Fac|Fac|FAC|SL Facultative spend,NOPOLICY,01/01/2019,01/01/2020,01/01/1980,01/01/1980,718,2623,2019,N,,EUR,EUR,Y,290.951,,-1,New,,,,,,-,-,290.951,,,,FAC,SL Facultative spend,P-RP-P-FAC|01/01/2019|01/01/2020|718|2623|2019|EUR|3000131|TMB PE Int|Fac|Fac|FAC|SL Facultative spend,0
,F,P-RP-P-FAC,BusinessPlanRI,01/12/2018,P-RP-P-FAC|01/01/2019|01/01/2020|718|2623|2019|USD|3000131|TMB PE Int|Fac|Fac|FAC|SL Facultative spend,NOPOLICY,01/01/2019,01/01/2020,01/01/1980,01/01/1980,718,2623,2019,N,,USD,USD,Y,39.9534,,-1,New,,,,,,-,-,39.9534,,,,FAC,SL Facultative spend,P-RP-P-FAC|01/01/2019|01/01/2020|718|2623|2019|USD|3000131|TMB PE Int|Fac|Fac|FAC|SL Facultative spend,0
,F,P-RP-P-FAC,BusinessPlanRI,01/12/2018,P-RP-P-FAC|01/01/2019|01/01/2020|718|623|2019|CAD|3000131|TMB PE Int|Fac|Fac|FAC|SL Facultative spend,NOPOLICY,01/01/2019,01/01/2020,01/01/1980,01/01/1980,718,623,2019,N,,CAD,CAD,Y,39.578,,-1,New,,,,,,-,-,39.578,,,,FAC,SL Facultative spend,P-RP-P-FAC|01/01/2019|01/01/2020|718|623|2019|CAD|3000131|TMB PE Int|Fac|Fac|FAC|SL Facultative spend,0
,F,P-RP-P-FAC,BusinessPlanRI,01/12/2018,P-RP-P-FAC|01/01/2019|01/01/2020|718|623|2019|EUR|3000131|TMB PE Int|Fac|Fac|FAC|SL Facultative spend,NOPOLICY,01/01/2019,01/01/2020,01/01/1980,01/01/1980,718,623,2019,N,,EUR,EUR,Y,63.8673,,-1,New,,,,,,-,-,63.8673,,,,FAC,SL Facultative spend,P-RP-P-FAC|01/01/2019|01/01/2020|718|623|2019|EUR|3000131|TMB PE Int|Fac|Fac|FAC|SL Facultative spend,0
,F,P-RP-P-FAC,BusinessPlanRI,01/12/2018,P-RP-P-FAC|01/01/2019|01/01/2020|718|623|2019|GBP|3000131|TMB PE Int|Fac|Fac|FAC|SL Facultative spend,NOPOLICY,01/01/2019,01/01/2020,01/01/1980,01/01/1980,718,623,2019,N,,GBP,GBP,Y,440.8779,,-1,New,,,,,,-,-,440.8779,,,,FAC,SL Facultative spend,P-RP-P-FAC|01/01/2019|01/01/2020|718|623|2019|GBP|3000131|TMB PE Int|Fac|Fac|FAC|SL Facultative spend,0
,F,P-RP-P-FAC,BusinessPlanRI,01/12/2018,P-RP-P-FAC|01/01/2019|01/01/2020|718|623|2019|USD|3000131|TMB PE Int|Fac|Fac|FAC|SL Facultative spend,NOPOLICY,01/01/2019,01/01/2020,01/01/1980,01/01/1980,718,623,2019,N,,USD,USD,Y,8.7703,,-1,New,,,,,,-,-,8.7703,,,,FAC,SL Facultative spend,P-RP-P-FAC|01/01/2019|01/01/2020|718|623|2019|USD|3000131|TMB PE Int|Fac|Fac|FAC|SL Facultative spend,0
,F,P-RP-P-TTY,BusinessPlanRI,01/12/2018,P-RP-P-TTY|01/07/2019|01/07/2020|718|2623|2019|CAD|3000131|TMB PE Int|Clash|Clash|XL|Systemic cover - Clash,NOPOLICY,01/07/2019,01/07/2020,01/01/1980,01/01/1980,718,2623,2019,N,,CAD,CAD,Y,1913.2107,,-1,New,,,,,,-,-,1913.2107,,,,XL,Systemic cover - Clash,P-RP-P-TTY|01/07/2019|01/07/2020|718|2623|2019|CAD|3000131|TMB PE Int|Clash|Clash|XL|Systemic cover - Clash,0
,F,P-RP-P-TTY,BusinessPlanRI,01/12/2018,P-RP-P-TTY|01/07/2019|01/07/2020|718|2623|2019|GBP|3000131|TMB PE Int|Clash|Clash|XL|Systemic cover - Clash,NOPOLICY,01/07/2019,01/07/2020,01/01/1980,01/01/1980,718,2623,2019,N,,GBP,GBP,Y,21312.1217,,-1,New,,,,,,-,-,21312.1217,,,,XL,Systemic cover - Clash,P-RP-P-TTY|01/07/2019|01/07/2020|718|2623|2019|GBP|3000131|TMB PE Int|Clash|Clash|XL|Systemic cover - Clash,0
,F,P-RP-P-TTY,BusinessPlanRI,01/12/2018,P-RP-P-TTY|01/07/2019|01/07/2020|718|2623|2019|EUR|3000131|TMB PE Int|Clash|Clash|XL|Systemic cover - Clash,NOPOLICY,01/07/2019,01/07/2020,01/01/1980,01/01/1980,718,2623,2019,N,,EUR,EUR,Y,3087.3581,,-1,New,,,,,,-,-,3087.3581,,,,XL,Systemic cover - Clash,P-RP-P-TTY|01/07/2019|01/07/2020|718|2623|2019|EUR|3000131|TMB PE Int|Clash|Clash|XL|Systemic cover - Clash,0
,F,P-RP-P-TTY,BusinessPlanRI,01/12/2018,P-RP-P-TTY|01/07/2019|01/07/2020|718|2623|2019|USD|3000131|TMB PE Int|Clash|Clash|XL|Systemic cover - Clash,NOPOLICY,01/07/2019,01/07/2020,01/01/1980,01/01/1980,718,2623,2019,N,,USD,USD,Y,423.9564,,-1,New,,,,,,-,-,423.9564,,,,XL,Systemic cover - Clash,P-RP-P-TTY|01/07/2019|01/07/2020|718|2623|2019|USD|3000131|TMB PE Int|Clash|Clash|XL|Systemic cover - Clash,0
,F,P-RP-P-TTY,BusinessPlanRI,01/12/2018,P-RP-P-TTY|01/07/2019|01/07/2020|718|623|2019|CAD|3000131|TMB PE Int|Clash|Clash|XL|Systemic cover - Clash,NOPOLICY,01/07/2019,01/07/2020,01/01/1980,01/01/1980,718,623,2019,N,,CAD,CAD,Y,419.9731,,-1,New,,,,,,-,-,419.9731,,,,XL,Systemic cover - Clash,P-RP-P-TTY|01/07/2019|01/07/2020|718|623|2019|CAD|3000131|TMB PE Int|Clash|Clash|XL|Systemic cover - Clash,0
,F,P-RP-P-TTY,BusinessPlanRI,01/12/2018,P-RP-P-TTY|01/07/2019|01/07/2020|718|623|2019|EUR|3000131|TMB PE Int|Clash|Clash|XL|Systemic cover - Clash,NOPOLICY,01/07/2019,01/07/2020,01/01/1980,01/01/1980,718,623,2019,N,,EUR,EUR,Y,677.7128,,-1,New,,,,,,-,-,677.7128,,,,XL,Systemic cover - Clash,P-RP-P-TTY|01/07/2019|01/07/2020|718|623|2019|EUR|3000131|TMB PE Int|Clash|Clash|XL|Systemic cover - Clash,0
,F,P-RP-P-TTY,BusinessPlanRI,01/12/2018,P-RP-P-TTY|01/07/2019|01/07/2020|718|623|2019|GBP|3000131|TMB PE Int|Clash|Clash|XL|Systemic cover - Clash,NOPOLICY,01/07/2019,01/07/2020,01/01/1980,01/01/1980,718,623,2019,N,,GBP,GBP,Y,4678.2706,,-1,New,,,,,,-,-,4678.2706,,,,XL,Systemic cover - Clash,P-RP-P-TTY|01/07/2019|01/07/2020|718|623|2019|GBP|3000131|TMB PE Int|Clash|Clash|XL|Systemic cover - Clash,0
,F,P-RP-P-TTY,BusinessPlanRI,01/12/2018,P-RP-P-TTY|01/07/2019|01/07/2020|718|623|2019|USD|3000131|TMB PE Int|Clash|Clash|XL|Systemic cover - Clash,NOPOLICY,01/07/2019,01/07/2020,01/01/1980,01/01/1980,718,623,2019,N,,USD,USD,Y,93.0636,,-1,New,,,,,,-,-,93.0636,,,,XL,Systemic cover - Clash,P-RP-P-TTY|01/07/2019|01/07/2020|718|623|2019|USD|3000131|TMB PE Int|Clash|Clash|XL|Systemic cover - Clash,0
,F,P-RP-P-TTY,BusinessPlanRI,01/12/2018,P-RP-P-TTY|01/01/2019|01/01/2020|718|2623|2019|CAD|3000131|TMB PE Int|QS|Occurrence|QS|Occurrence QS,NOPOLICY,01/01/2019,01/01/2020,01/01/1980,01/01/1980,718,2623,2019,N,,CAD,CAD,Y,46.3921,,-1,New,,,,,,-,-,46.3921,,,,QS,Occurrence QS,P-RP-P-TTY|01/01/2019|01/01/2020|718|2623|2019|CAD|3000131|TMB PE Int|QS|Occurrence|QS|Occurrence QS,0
,F,P-RP-P-TTY,BusinessPlanRI,01/12/2018,P-RP-P-TTY|01/01/2019|01/01/2020|718|2623|2019|GBP|3000131|TMB PE Int|QS|Occurrence|QS|Occurrence QS,NOPOLICY,01/01/2019,01/01/2020,01/01/1980,01/01/1980,718,2623,2019,N,,GBP,GBP,Y,516.7831,,-1,New,,,,,,-,-,516.7831,,,,QS,Occurrence QS,P-RP-P-TTY|01/01/2019|01/01/2020|718|2623|2019|GBP|3000131|TMB PE Int|QS|Occurrence|QS|Occurrence QS,0
,F,P-RP-P-TTY,BusinessPlanRI,01/12/2018,P-RP-P-TTY|01/01/2019|01/01/2020|718|2623|2019|EUR|3000131|TMB PE Int|QS|Occurrence|QS|Occurrence QS,NOPOLICY,01/01/2019,01/01/2020,01/01/1980,01/01/1980,718,2623,2019,N,,EUR,EUR,Y,74.8633,,-1,New,,,,,,-,-,74.8633,,,,QS,Occurrence QS,P-RP-P-TTY|01/01/2019|01/01/2020|718|2623|2019|EUR|3000131|TMB PE Int|QS|Occurrence|QS|Occurrence QS,0
