PK_Transaction,Scenario,Account,Dataset,DateOfFact,BusinessKey,PolicyNumber,InceptionDate,ExpiryDate,BindDate,DueDate,TrifocusCode,Entity,YOA,TypeOfBusiness,StatsCode,SettlementCCY,OriginalCCY,IsToDate,Value,RowHash,FK_Allocation,DeltaType,AuditSourceBatchID,AuditCreateDateTime,AuditGenerateDateTime,AuditUserCreate,AuditHost,Basis,Location,ValueOrig,BusinessProcessCode,FK_Batch,BoundDate,ExcelRowHash,RunNumber,
,F,P-AC-P,BusinessPlan,15/12/2017,P-AC-P|BusinessPlan|NOPOLICY|43388|43753|29221|29221|779|BISP|2018|N|USD|USD|Y|,NOPOLICY,15/10/2018,15/10/2019,01/01/1980,01/01/1980,779,BISP,2018,N,,USD,USD,Y,74.35234843,,-1,New,,,,,,-,-,0,,,,P-AC-P|BusinessPlan|NOPOLICY|43388|43753|29221|29221|779|BISP|2018|N|USD|USD|Y|,0,
,F,P-AC-P,BusinessPlan,15/12/2017,P-AC-P|BusinessPlan|NOPOLICY|43419|43784|29221|29221|779|BISP|2018|N|USD|USD|Y|,NOPOLICY,15/11/2018,15/11/2019,01/01/1980,01/01/1980,779,BISP,2018,N,,USD,USD,Y,86.7444065,,-1,New,,,,,,-,-,0,,,,P-AC-P|BusinessPlan|NOPOLICY|43419|43784|29221|29221|779|BISP|2018|N|USD|USD|Y|,0,
,F,P-AC-P,BusinessPlan,15/12/2017,P-AC-P|BusinessPlan|NOPOLICY|43449|43814|29221|29221|779|BISP|2018|N|USD|USD|Y|,NOPOLICY,15/12/2018,15/12/2019,01/01/1980,01/01/1980,779,BISP,2018,N,,USD,USD,Y,185.8808711,,-1,New,,,,,,-,-,0,,,,P-AC-P|BusinessPlan|NOPOLICY|43449|43814|29221|29221|779|BISP|2018|N|USD|USD|Y|,0,
,F,P-AC-P,BusinessPlan,15/12/2017,P-AC-P|BusinessPlan|NOPOLICY|43115|43480|29221|29221|779|BIUK|2018|N|EUR|EUR|Y|,NOPOLICY,15/01/2018,15/01/2019,01/01/1980,01/01/1980,779,BIUK,2018,N,,EUR,EUR,Y,1304.025803,,-1,New,,,,,,-,-,0,,,,P-AC-P|BusinessPlan|NOPOLICY|43115|43480|29221|29221|779|BIUK|2018|N|EUR|EUR|Y|,0,
,F,P-AC-P,BusinessPlan,15/12/2017,P-AC-P|BusinessPlan|NOPOLICY|43146|43511|29221|29221|779|BIUK|2018|N|EUR|EUR|Y|,NOPOLICY,15/02/2018,15/02/2019,01/01/1980,01/01/1980,779,BIUK,2018,N,,EUR,EUR,Y,130.4025803,,-1,New,,,,,,-,-,0,,,,P-AC-P|BusinessPlan|NOPOLICY|43146|43511|29221|29221|779|BIUK|2018|N|EUR|EUR|Y|,0,
,F,P-AC-P,BusinessPlan,15/12/2017,P-AC-P|BusinessPlan|NOPOLICY|43174|43539|29221|29221|779|BIUK|2018|N|EUR|EUR|Y|,NOPOLICY,15/03/2018,15/03/2019,01/01/1980,01/01/1980,779,BIUK,2018,N,,EUR,EUR,Y,347.7402142,,-1,New,,,,,,-,-,0,,,,P-AC-P|BusinessPlan|NOPOLICY|43174|43539|29221|29221|779|BIUK|2018|N|EUR|EUR|Y|,0,
,F,P-AC-P,BusinessPlan,15/12/2017,P-AC-P|BusinessPlan|NOPOLICY|43205|43570|29221|29221|779|BIUK|2018|N|EUR|EUR|Y|,NOPOLICY,15/04/2018,15/04/2019,01/01/1980,01/01/1980,779,BIUK,2018,N,,EUR,EUR,Y,478.1427946,,-1,New,,,,,,-,-,0,,,,P-AC-P|BusinessPlan|NOPOLICY|43205|43570|29221|29221|779|BIUK|2018|N|EUR|EUR|Y|,0,
,F,P-AC-P,BusinessPlan,15/12/2017,P-AC-P|BusinessPlan|NOPOLICY|43235|43600|29221|29221|779|BIUK|2018|N|EUR|EUR|Y|,NOPOLICY,15/05/2018,15/05/2019,01/01/1980,01/01/1980,779,BIUK,2018,N,,EUR,EUR,Y,173.8701071,,-1,New,,,,,,-,-,0,,,,P-AC-P|BusinessPlan|NOPOLICY|43235|43600|29221|29221|779|BIUK|2018|N|EUR|EUR|Y|,0,
,F,P-AC-P,BusinessPlan,15/12/2017,P-AC-P|BusinessPlan|NOPOLICY|43266|43631|29221|29221|779|BIUK|2018|N|EUR|EUR|Y|,NOPOLICY,15/06/2018,15/06/2019,01/01/1980,01/01/1980,779,BIUK,2018,N,,EUR,EUR,Y,217.3376339,,-1,New,,,,,,-,-,0,,,,P-AC-P|BusinessPlan|NOPOLICY|43266|43631|29221|29221|779|BIUK|2018|N|EUR|EUR|Y|,0,
,F,P-AC-P,BusinessPlan,15/12/2017,P-AC-P|BusinessPlan|NOPOLICY|43296|43661|29221|29221|779|BIUK|2018|N|EUR|EUR|Y|,NOPOLICY,15/07/2018,15/07/2019,01/01/1980,01/01/1980,779,BIUK,2018,N,,EUR,EUR,Y,217.3376339,,-1,New,,,,,,-,-,0,,,,P-AC-P|BusinessPlan|NOPOLICY|43296|43661|29221|29221|779|BIUK|2018|N|EUR|EUR|Y|,0,
,F,P-AC-P,BusinessPlan,15/12/2017,P-AC-P|BusinessPlan|NOPOLICY|43327|43692|29221|29221|779|BIUK|2018|N|EUR|EUR|Y|,NOPOLICY,15/08/2018,15/08/2019,01/01/1980,01/01/1980,779,BIUK,2018,N,,EUR,EUR,Y,43.46752678,,-1,New,,,,,,-,-,0,,,,P-AC-P|BusinessPlan|NOPOLICY|43327|43692|29221|29221|779|BIUK|2018|N|EUR|EUR|Y|,0,
,F,P-AC-P,BusinessPlan,15/12/2017,P-AC-P|BusinessPlan|NOPOLICY|43358|43723|29221|29221|779|BIUK|2018|N|EUR|EUR|Y|,NOPOLICY,15/09/2018,15/09/2019,01/01/1980,01/01/1980,779,BIUK,2018,N,,EUR,EUR,Y,217.3376339,,-1,New,,,,,,-,-,0,,,,P-AC-P|BusinessPlan|NOPOLICY|43358|43723|29221|29221|779|BIUK|2018|N|EUR|EUR|Y|,0,
,F,P-AC-P,BusinessPlan,15/12/2017,P-AC-P|BusinessPlan|NOPOLICY|43388|43753|29221|29221|779|BIUK|2018|N|EUR|EUR|Y|,NOPOLICY,15/10/2018,15/10/2019,01/01/1980,01/01/1980,779,BIUK,2018,N,,EUR,EUR,Y,260.8051607,,-1,New,,,,,,-,-,0,,,,P-AC-P|BusinessPlan|NOPOLICY|43388|43753|29221|29221|779|BIUK|2018|N|EUR|EUR|Y|,0,
,F,P-AC-P,BusinessPlan,15/12/2017,P-AC-P|BusinessPlan|NOPOLICY|43419|43784|29221|29221|779|BIUK|2018|N|EUR|EUR|Y|,NOPOLICY,15/11/2018,15/11/2019,01/01/1980,01/01/1980,779,BIUK,2018,N,,EUR,EUR,Y,304.2726875,,-1,New,,,,,,-,-,0,,,,P-AC-P|BusinessPlan|NOPOLICY|43419|43784|29221|29221|779|BIUK|2018|N|EUR|EUR|Y|,0,
,F,P-AC-P,BusinessPlan,15/12/2017,P-AC-P|BusinessPlan|NOPOLICY|43449|43814|29221|29221|779|BIUK|2018|N|EUR|EUR|Y|,NOPOLICY,15/12/2018,15/12/2019,01/01/1980,01/01/1980,779,BIUK,2018,N,,EUR,EUR,Y,652.0129017,,-1,New,,,,,,-,-,0,,,,P-AC-P|BusinessPlan|NOPOLICY|43449|43814|29221|29221|779|BIUK|2018|N|EUR|EUR|Y|,0,
,F,P-AC-P,BusinessPlan,15/12/2017,P-AC-P|BusinessPlan|NOPOLICY|43115|43480|29221|29221|779|BIUK|2018|N|USD|USD|Y|,NOPOLICY,15/01/2018,15/01/2019,01/01/1980,01/01/1980,779,BIUK,2018,N,,USD,USD,Y,743.5234843,,-1,New,,,,,,-,-,0,,,,P-AC-P|BusinessPlan|NOPOLICY|43115|43480|29221|29221|779|BIUK|2018|N|USD|USD|Y|,0,
,F,P-AC-P,BusinessPlan,15/12/2017,P-AC-P|BusinessPlan|NOPOLICY|43146|43511|29221|29221|779|BIUK|2018|N|USD|USD|Y|,NOPOLICY,15/02/2018,15/02/2019,01/01/1980,01/01/1980,779,BIUK,2018,N,,USD,USD,Y,74.35234843,,-1,New,,,,,,-,-,0,,,,P-AC-P|BusinessPlan|NOPOLICY|43146|43511|29221|29221|779|BIUK|2018|N|USD|USD|Y|,0,
,F,P-AC-P,BusinessPlan,15/12/2017,P-AC-P|BusinessPlan|NOPOLICY|43174|43539|29221|29221|779|BIUK|2018|N|USD|USD|Y|,NOPOLICY,15/03/2018,15/03/2019,01/01/1980,01/01/1980,779,BIUK,2018,N,,USD,USD,Y,198.2729291,,-1,New,,,,,,-,-,0,,,,P-AC-P|BusinessPlan|NOPOLICY|43174|43539|29221|29221|779|BIUK|2018|N|USD|USD|Y|,0,
,F,P-AC-P,BusinessPlan,15/12/2017,P-AC-P|BusinessPlan|NOPOLICY|43205|43570|29221|29221|779|BIUK|2018|N|USD|USD|Y|,NOPOLICY,15/04/2018,15/04/2019,01/01/1980,01/01/1980,779,BIUK,2018,N,,USD,USD,Y,272.6252776,,-1,New,,,,,,-,-,0,,,,P-AC-P|BusinessPlan|NOPOLICY|43205|43570|29221|29221|779|BIUK|2018|N|USD|USD|Y|,0,
,F,P-AC-P,BusinessPlan,15/12/2017,P-AC-P|BusinessPlan|NOPOLICY|43235|43600|29221|29221|779|BIUK|2018|N|USD|USD|Y|,NOPOLICY,15/05/2018,15/05/2019,01/01/1980,01/01/1980,779,BIUK,2018,N,,USD,USD,Y,99.13646457,,-1,New,,,,,,-,-,0,,,,P-AC-P|BusinessPlan|NOPOLICY|43235|43600|29221|29221|779|BIUK|2018|N|USD|USD|Y|,0,
,F,P-AC-P,BusinessPlan,15/12/2017,P-AC-P|BusinessPlan|NOPOLICY|43266|43631|29221|29221|779|BIUK|2018|N|USD|USD|Y|,NOPOLICY,15/06/2018,15/06/2019,01/01/1980,01/01/1980,779,BIUK,2018,N,,USD,USD,Y,123.9205807,,-1,New,,,,,,-,-,0,,,,P-AC-P|BusinessPlan|NOPOLICY|43266|43631|29221|29221|779|BIUK|2018|N|USD|USD|Y|,0,
,F,P-AC-P,BusinessPlan,15/12/2017,P-AC-P|BusinessPlan|NOPOLICY|43296|43661|29221|29221|779|BIUK|2018|N|USD|USD|Y|,NOPOLICY,15/07/2018,15/07/2019,01/01/1980,01/01/1980,779,BIUK,2018,N,,USD,USD,Y,123.9205807,,-1,New,,,,,,-,-,0,,,,P-AC-P|BusinessPlan|NOPOLICY|43296|43661|29221|29221|779|BIUK|2018|N|USD|USD|Y|,0,
,F,P-AC-P,BusinessPlan,15/12/2017,P-AC-P|BusinessPlan|NOPOLICY|43327|43692|29221|29221|779|BIUK|2018|N|USD|USD|Y|,NOPOLICY,15/08/2018,15/08/2019,01/01/1980,01/01/1980,779,BIUK,2018,N,,USD,USD,Y,24.78411614,,-1,New,,,,,,-,-,0,,,,P-AC-P|BusinessPlan|NOPOLICY|43327|43692|29221|29221|779|BIUK|2018|N|USD|USD|Y|,0,
,F,P-AC-P,BusinessPlan,15/12/2017,P-AC-P|BusinessPlan|NOPOLICY|43358|43723|29221|29221|779|BIUK|2018|N|USD|USD|Y|,NOPOLICY,15/09/2018,15/09/2019,01/01/1980,01/01/1980,779,BIUK,2018,N,,USD,USD,Y,123.9205807,,-1,New,,,,,,-,-,0,,,,P-AC-P|BusinessPlan|NOPOLICY|43358|43723|29221|29221|779|BIUK|2018|N|USD|USD|Y|,0,
,F,P-AC-P,BusinessPlan,15/12/2017,P-AC-P|BusinessPlan|NOPOLICY|43388|43753|29221|29221|779|BIUK|2018|N|USD|USD|Y|,NOPOLICY,15/10/2018,15/10/2019,01/01/1980,01/01/1980,779,BIUK,2018,N,,USD,USD,Y,148.7046969,,-1,New,,,,,,-,-,0,,,,P-AC-P|BusinessPlan|NOPOLICY|43388|43753|29221|29221|779|BIUK|2018|N|USD|USD|Y|,0,
,F,P-AC-P,BusinessPlan,15/12/2017,P-AC-P|BusinessPlan|NOPOLICY|43419|43784|29221|29221|779|BIUK|2018|N|USD|USD|Y|,NOPOLICY,15/11/2018,15/11/2019,01/01/1980,01/01/1980,779,BIUK,2018,N,,USD,USD,Y,173.488813,,-1,New,,,,,,-,-,0,,,,P-AC-P|BusinessPlan|NOPOLICY|43419|43784|29221|29221|779|BIUK|2018|N|USD|USD|Y|,0,
,F,P-AC-P,BusinessPlan,15/12/2017,P-AC-P|BusinessPlan|NOPOLICY|43449|43814|29221|29221|779|BIUK|2018|N|USD|USD|Y|,NOPOLICY,15/12/2018,15/12/2019,01/01/1980,01/01/1980,779,BIUK,2018,N,,USD,USD,Y,371.7617421,,-1,New,,,,,,-,-,0,,,,P-AC-P|BusinessPlan|NOPOLICY|43449|43814|29221|29221|779|BIUK|2018|N|USD|USD|Y|,0,
,F,P-AC-P,BusinessPlan,15/12/2017,P-AC-P|BusinessPlan|NOPOLICY|43115|43480|29221|29221|779|BIUK|2018|N|GBP|GBP|Y|,NOPOLICY,15/01/2018,15/01/2019,01/01/1980,01/01/1980,779,BIUK,2018,N,,GBP,GBP,Y,571.9411417,,-1,New,,,,,,-,-,0,,,,P-AC-P|BusinessPlan|NOPOLICY|43115|43480|29221|29221|779|BIUK|2018|N|GBP|GBP|Y|,0,
,F,P-AC-P,BusinessPlan,15/12/2017,P-AC-P|BusinessPlan|NOPOLICY|43146|43511|29221|29221|779|BIUK|2018|N|GBP|GBP|Y|,NOPOLICY,15/02/2018,15/02/2019,01/01/1980,01/01/1980,779,BIUK,2018,N,,GBP,GBP,Y,57.19411417,,-1,New,,,,,,-,-,0,,,,P-AC-P|BusinessPlan|NOPOLICY|43146|43511|29221|29221|779|BIUK|2018|N|GBP|GBP|Y|,0,
,F,P-AC-P,BusinessPlan,15/12/2017,P-AC-P|BusinessPlan|NOPOLICY|43174|43539|29221|29221|779|BIUK|2018|N|GBP|GBP|Y|,NOPOLICY,15/03/2018,15/03/2019,01/01/1980,01/01/1980,779,BIUK,2018,N,,GBP,GBP,Y,152.5176378,,-1,New,,,,,,-,-,0,,,,P-AC-P|BusinessPlan|NOPOLICY|43174|43539|29221|29221|779|BIUK|2018|N|GBP|GBP|Y|,0,
,F,P-AC-P,BusinessPlan,15/12/2017,P-AC-P|BusinessPlan|NOPOLICY|43205|43570|29221|29221|779|BIUK|2018|N|GBP|GBP|Y|,NOPOLICY,15/04/2018,15/04/2019,01/01/1980,01/01/1980,779,BIUK,2018,N,,GBP,GBP,Y,209.711752,,-1,New,,,,,,-,-,0,,,,P-AC-P|BusinessPlan|NOPOLICY|43205|43570|29221|29221|779|BIUK|2018|N|GBP|GBP|Y|,0,
,F,P-AC-P,BusinessPlan,15/12/2017,P-AC-P|BusinessPlan|NOPOLICY|43235|43600|29221|29221|779|BIUK|2018|N|GBP|GBP|Y|,NOPOLICY,15/05/2018,15/05/2019,01/01/1980,01/01/1980,779,BIUK,2018,N,,GBP,GBP,Y,76.2588189,,-1,New,,,,,,-,-,0,,,,P-AC-P|BusinessPlan|NOPOLICY|43235|43600|29221|29221|779|BIUK|2018|N|GBP|GBP|Y|,0,
,F,P-AC-P,BusinessPlan,15/12/2017,P-AC-P|BusinessPlan|NOPOLICY|43266|43631|29221|29221|779|BIUK|2018|N|GBP|GBP|Y|,NOPOLICY,15/06/2018,15/06/2019,01/01/1980,01/01/1980,779,BIUK,2018,N,,GBP,GBP,Y,95.32352362,,-1,New,,,,,,-,-,0,,,,P-AC-P|BusinessPlan|NOPOLICY|43266|43631|29221|29221|779|BIUK|2018|N|GBP|GBP|Y|,0,
,F,P-AC-P,BusinessPlan,15/12/2017,P-AC-P|BusinessPlan|NOPOLICY|43296|43661|29221|29221|779|BIUK|2018|N|GBP|GBP|Y|,NOPOLICY,15/07/2018,15/07/2019,01/01/1980,01/01/1980,779,BIUK,2018,N,,GBP,GBP,Y,95.32352362,,-1,New,,,,,,-,-,0,,,,P-AC-P|BusinessPlan|NOPOLICY|43296|43661|29221|29221|779|BIUK|2018|N|GBP|GBP|Y|,0,
,F,P-AC-P,BusinessPlan,15/12/2017,P-AC-P|BusinessPlan|NOPOLICY|43327|43692|29221|29221|779|BIUK|2018|N|GBP|GBP|Y|,NOPOLICY,15/08/2018,15/08/2019,01/01/1980,01/01/1980,779,BIUK,2018,N,,GBP,GBP,Y,19.06470472,,-1,New,,,,,,-,-,0,,,,P-AC-P|BusinessPlan|NOPOLICY|43327|43692|29221|29221|779|BIUK|2018|N|GBP|GBP|Y|,0,
,F,P-AC-P,BusinessPlan,15/12/2017,P-AC-P|BusinessPlan|NOPOLICY|43358|43723|29221|29221|779|BIUK|2018|N|GBP|GBP|Y|,NOPOLICY,15/09/2018,15/09/2019,01/01/1980,01/01/1980,779,BIUK,2018,N,,GBP,GBP,Y,95.32352362,,-1,New,,,,,,-,-,0,,,,P-AC-P|BusinessPlan|NOPOLICY|43358|43723|29221|29221|779|BIUK|2018|N|GBP|GBP|Y|,0,
,F,P-AC-P,BusinessPlan,15/12/2017,P-AC-P|BusinessPlan|NOPOLICY|43388|43753|29221|29221|779|BIUK|2018|N|GBP|GBP|Y|,NOPOLICY,15/10/2018,15/10/2019,01/01/1980,01/01/1980,779,BIUK,2018,N,,GBP,GBP,Y,114.3882283,,-1,New,,,,,,-,-,0,,,,P-AC-P|BusinessPlan|NOPOLICY|43388|43753|29221|29221|779|BIUK|2018|N|GBP|GBP|Y|,0,
,F,P-AC-P,BusinessPlan,15/12/2017,P-AC-P|BusinessPlan|NOPOLICY|43419|43784|29221|29221|779|BIUK|2018|N|GBP|GBP|Y|,NOPOLICY,15/11/2018,15/11/2019,01/01/1980,01/01/1980,779,BIUK,2018,N,,GBP,GBP,Y,133.4529331,,-1,New,,,,,,-,-,0,,,,P-AC-P|BusinessPlan|NOPOLICY|43419|43784|29221|29221|779|BIUK|2018|N|GBP|GBP|Y|,0,
,F,P-AC-P,BusinessPlan,15/12/2017,P-AC-P|BusinessPlan|NOPOLICY|43449|43814|29221|29221|779|BIUK|2018|N|GBP|GBP|Y|,NOPOLICY,15/12/2018,15/12/2019,01/01/1980,01/01/1980,779,BIUK,2018,N,,GBP,GBP,Y,285.9705709,,-1,New,,,,,,-,-,0,,,,P-AC-P|BusinessPlan|NOPOLICY|43449|43814|29221|29221|779|BIUK|2018|N|GBP|GBP|Y|,0,
,F,P-AC-P,BusinessPlan,15/12/2017,P-AC-P|BusinessPlan|NOPOLICY|43115|43480|29221|29221|781|BIFR|2018|N|EUR|EUR|Y|,NOPOLICY,15/01/2018,15/01/2019,01/01/1980,01/01/1980,781,BIFR,2018,N,,EUR,EUR,Y,6112.553342,,-1,New,,,,,,-,-,0,,,,P-AC-P|BusinessPlan|NOPOLICY|43115|43480|29221|29221|781|BIFR|2018|N|EUR|EUR|Y|,0,
,F,P-AC-P,BusinessPlan,15/12/2017,P-AC-P|BusinessPlan|NOPOLICY|43146|43511|29221|29221|781|BIFR|2018|N|EUR|EUR|Y|,NOPOLICY,15/02/2018,15/02/2019,01/01/1980,01/01/1980,781,BIFR,2018,N,,EUR,EUR,Y,611.2553342,,-1,New,,,,,,-,-,0,,,,P-AC-P|BusinessPlan|NOPOLICY|43146|43511|29221|29221|781|BIFR|2018|N|EUR|EUR|Y|,0,
,F,P-AC-P,BusinessPlan,15/12/2017,P-AC-P|BusinessPlan|NOPOLICY|43174|43539|29221|29221|781|BIFR|2018|N|EUR|EUR|Y|,NOPOLICY,15/03/2018,15/03/2019,01/01/1980,01/01/1980,781,BIFR,2018,N,,EUR,EUR,Y,1630.014224,,-1,New,,,,,,-,-,0,,,,P-AC-P|BusinessPlan|NOPOLICY|43174|43539|29221|29221|781|BIFR|2018|N|EUR|EUR|Y|,0,
,F,P-AC-P,BusinessPlan,15/12/2017,P-AC-P|BusinessPlan|NOPOLICY|43205|43570|29221|29221|781|BIFR|2018|N|EUR|EUR|Y|,NOPOLICY,15/04/2018,15/04/2019,01/01/1980,01/01/1980,781,BIFR,2018,N,,EUR,EUR,Y,2241.269559,,-1,New,,,,,,-,-,0,,,,P-AC-P|BusinessPlan|NOPOLICY|43205|43570|29221|29221|781|BIFR|2018|N|EUR|EUR|Y|,0,
,F,P-AC-P,BusinessPlan,15/12/2017,P-AC-P|BusinessPlan|NOPOLICY|43235|43600|29221|29221|781|BIFR|2018|N|EUR|EUR|Y|,NOPOLICY,15/05/2018,15/05/2019,01/01/1980,01/01/1980,781,BIFR,2018,N,,EUR,EUR,Y,815.0071122,,-1,New,,,,,,-,-,0,,,,P-AC-P|BusinessPlan|NOPOLICY|43235|43600|29221|29221|781|BIFR|2018|N|EUR|EUR|Y|,0,
,F,P-AC-P,BusinessPlan,15/12/2017,P-AC-P|BusinessPlan|NOPOLICY|43266|43631|29221|29221|781|BIFR|2018|N|EUR|EUR|Y|,NOPOLICY,15/06/2018,15/06/2019,01/01/1980,01/01/1980,781,BIFR,2018,N,,EUR,EUR,Y,1018.75889,,-1,New,,,,,,-,-,0,,,,P-AC-P|BusinessPlan|NOPOLICY|43266|43631|29221|29221|781|BIFR|2018|N|EUR|EUR|Y|,0,
,F,P-AC-P,BusinessPlan,15/12/2017,P-AC-P|BusinessPlan|NOPOLICY|43296|43661|29221|29221|781|BIFR|2018|N|EUR|EUR|Y|,NOPOLICY,15/07/2018,15/07/2019,01/01/1980,01/01/1980,781,BIFR,2018,N,,EUR,EUR,Y,1018.75889,,-1,New,,,,,,-,-,0,,,,P-AC-P|BusinessPlan|NOPOLICY|43296|43661|29221|29221|781|BIFR|2018|N|EUR|EUR|Y|,0,
,F,P-AC-P,BusinessPlan,15/12/2017,P-AC-P|BusinessPlan|NOPOLICY|43327|43692|29221|29221|781|BIFR|2018|N|EUR|EUR|Y|,NOPOLICY,15/08/2018,15/08/2019,01/01/1980,01/01/1980,781,BIFR,2018,N,,EUR,EUR,Y,203.7517781,,-1,New,,,,,,-,-,0,,,,P-AC-P|BusinessPlan|NOPOLICY|43327|43692|29221|29221|781|BIFR|2018|N|EUR|EUR|Y|,0,
,F,P-AC-P,BusinessPlan,15/12/2017,P-AC-P|BusinessPlan|NOPOLICY|43358|43723|29221|29221|781|BIFR|2018|N|EUR|EUR|Y|,NOPOLICY,15/09/2018,15/09/2019,01/01/1980,01/01/1980,781,BIFR,2018,N,,EUR,EUR,Y,1018.75889,,-1,New,,,,,,-,-,0,,,,P-AC-P|BusinessPlan|NOPOLICY|43358|43723|29221|29221|781|BIFR|2018|N|EUR|EUR|Y|,0,
,F,P-AC-P,BusinessPlan,15/12/2017,P-AC-P|BusinessPlan|NOPOLICY|43388|43753|29221|29221|781|BIFR|2018|N|EUR|EUR|Y|,NOPOLICY,15/10/2018,15/10/2019,01/01/1980,01/01/1980,781,BIFR,2018,N,,EUR,EUR,Y,1222.510668,,-1,New,,,,,,-,-,0,,,,P-AC-P|BusinessPlan|NOPOLICY|43388|43753|29221|29221|781|BIFR|2018|N|EUR|EUR|Y|,0,
,F,P-AC-P,BusinessPlan,15/12/2017,P-AC-P|BusinessPlan|NOPOLICY|43419|43784|29221|29221|781|BIFR|2018|N|EUR|EUR|Y|,NOPOLICY,15/11/2018,15/11/2019,01/01/1980,01/01/1980,781,BIFR,2018,N,,EUR,EUR,Y,1426.262446,,-1,New,,,,,,-,-,0,,,,P-AC-P|BusinessPlan|NOPOLICY|43419|43784|29221|29221|781|BIFR|2018|N|EUR|EUR|Y|,0,
,F,P-AC-P,BusinessPlan,15/12/2017,P-AC-P|BusinessPlan|NOPOLICY|43449|43814|29221|29221|781|BIFR|2018|N|EUR|EUR|Y|,NOPOLICY,15/12/2018,15/12/2019,01/01/1980,01/01/1980,781,BIFR,2018,N,,EUR,EUR,Y,3056.276671,,-1,New,,,,,,-,-,0,,,,P-AC-P|BusinessPlan|NOPOLICY|43449|43814|29221|29221|781|BIFR|2018|N|EUR|EUR|Y|,0,
,F,P-AC-P,BusinessPlan,15/12/2017,P-AC-P|BusinessPlan|NOPOLICY|43115|43480|29221|29221|781|BIFR|2018|N|USD|USD|Y|,NOPOLICY,15/01/2018,15/01/2019,01/01/1980,01/01/1980,781,BIFR,2018,N,,USD,USD,Y,2323.485188,,-1,New,,,,,,-,-,0,,,,P-AC-P|BusinessPlan|NOPOLICY|43115|43480|29221|29221|781|BIFR|2018|N|USD|USD|Y|,0,
,F,P-AC-P,BusinessPlan,15/12/2017,P-AC-P|BusinessPlan|NOPOLICY|43146|43511|29221|29221|781|BIFR|2018|N|USD|USD|Y|,NOPOLICY,15/02/2018,15/02/2019,01/01/1980,01/01/1980,781,BIFR,2018,N,,USD,USD,Y,232.3485188,,-1,New,,,,,,-,-,0,,,,P-AC-P|BusinessPlan|NOPOLICY|43146|43511|29221|29221|781|BIFR|2018|N|USD|USD|Y|,0,
,F,P-AC-P,BusinessPlan,15/12/2017,P-AC-P|BusinessPlan|NOPOLICY|43174|43539|29221|29221|781|BIFR|2018|N|USD|USD|Y|,NOPOLICY,15/03/2018,15/03/2019,01/01/1980,01/01/1980,781,BIFR,2018,N,,USD,USD,Y,619.5960501,,-1,New,,,,,,-,-,0,,,,P-AC-P|BusinessPlan|NOPOLICY|43174|43539|29221|29221|781|BIFR|2018|N|USD|USD|Y|,0,
,F,P-AC-P,BusinessPlan,15/12/2017,P-AC-P|BusinessPlan|NOPOLICY|43205|43570|29221|29221|781|BIFR|2018|N|USD|USD|Y|,NOPOLICY,15/04/2018,15/04/2019,01/01/1980,01/01/1980,781,BIFR,2018,N,,USD,USD,Y,851.9445689,,-1,New,,,,,,-,-,0,,,,P-AC-P|BusinessPlan|NOPOLICY|43205|43570|29221|29221|781|BIFR|2018|N|USD|USD|Y|,0,
,F,P-AC-P,BusinessPlan,15/12/2017,P-AC-P|BusinessPlan|NOPOLICY|43235|43600|29221|29221|781|BIFR|2018|N|USD|USD|Y|,NOPOLICY,15/05/2018,15/05/2019,01/01/1980,01/01/1980,781,BIFR,2018,N,,USD,USD,Y,309.7980251,,-1,New,,,,,,-,-,0,,,,P-AC-P|BusinessPlan|NOPOLICY|43235|43600|29221|29221|781|BIFR|2018|N|USD|USD|Y|,0,
,F,P-AC-P,BusinessPlan,15/12/2017,P-AC-P|BusinessPlan|NOPOLICY|43266|43631|29221|29221|781|BIFR|2018|N|USD|USD|Y|,NOPOLICY,15/06/2018,15/06/2019,01/01/1980,01/01/1980,781,BIFR,2018,N,,USD,USD,Y,387.2475313,,-1,New,,,,,,-,-,0,,,,P-AC-P|BusinessPlan|NOPOLICY|43266|43631|29221|29221|781|BIFR|2018|N|USD|USD|Y|,0,
,F,P-AC-P,BusinessPlan,15/12/2017,P-AC-P|BusinessPlan|NOPOLICY|43296|43661|29221|29221|781|BIFR|2018|N|USD|USD|Y|,NOPOLICY,15/07/2018,15/07/2019,01/01/1980,01/01/1980,781,BIFR,2018,N,,USD,USD,Y,387.2475313,,-1,New,,,,,,-,-,0,,,,P-AC-P|BusinessPlan|NOPOLICY|43296|43661|29221|29221|781|BIFR|2018|N|USD|USD|Y|,0,
,F,P-AC-P,BusinessPlan,15/12/2017,P-AC-P|BusinessPlan|NOPOLICY|43327|43692|29221|29221|781|BIFR|2018|N|USD|USD|Y|,NOPOLICY,15/08/2018,15/08/2019,01/01/1980,01/01/1980,781,BIFR,2018,N,,USD,USD,Y,77.44950627,,-1,New,,,,,,-,-,0,,,,P-AC-P|BusinessPlan|NOPOLICY|43327|43692|29221|29221|781|BIFR|2018|N|USD|USD|Y|,0,
